Counting cache functions... Output every 1 seconds.
TIME         HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
15:37:17     1951        0     5047   100.0%            7      15090
15:37:18     1988        0    12893   100.0%            7      15100
15:37:19     2008        0    15941   100.0%            7      15092
15:37:20     1949    10048    13770    16.2%            7      15091
15:37:21     2022    38240    10041     5.0%            7      15094
15:37:22     1989        2    11880    99.9%            7      15105
15:37:23     1994        0    10482   100.0%            7      15085
15:37:24     1989        0    16374   100.0%            7      15099
15:37:25     1965        0    13050   100.0%            7      15105
15:37:26     1958    17986     9846     9.8%            7      15103
15:37:27     2016    27388     9532     6.9%            7      15104
15:37:28     1986        0    10817   100.0%            7      15087
15:37:29     1954        0     9372   100.0%            7      15095
15:37:30     1965        0    10377   100.0%            7      15107
15:37:31     1973    22846    11938     7.9%            7      15097
15:37:32     1988    23101    10291     7.9%            7      15072
15:37:33     1989        0    12150   100.0%            7      15086
15:37:34     1949        0     8309   100.0%            7      15087
15:37:35     1946        0    10712   100.0%            7      15071
15:37:36     1975    26882    10365     6.8%            7      15084
15:37:37     1943    18944     8211     9.3%            7      15084
15:37:38     1985        0    12060   100.0%            7      15071
15:37:39     1965        0    11210   100.0%            7      15084
15:37:40     1945        0    11084   100.0%            7      15065
15:37:41     1963        1    11252    99.9%            7      15073
15:37:42     1968    36288    10131     5.1%            7      15086
15:37:43     1980    11712    12448    14.5%            7      15065
15:37:44     1964        0    10421   100.0%            7      15066
15:37:45     1971        0     7271   100.0%            7      15065
15:37:46     1957        2    10963    99.9%            7      15072
15:37:47     2220        6    11612    99.7%            7      15081
15:37:48     2058    22243    10849     8.5%            7      15084
15:37:49     2119     7875    10710    21.2%            7      15069
15:37:50     2105        6     9099    99.7%            7      15071
15:37:51     3103        4    10035    99.9%            7      15072
15:37:52     2022    20611    11491     8.9%            7      15063
15:37:53     2106     4224    15174    33.3%            7      15066
15:37:54     1959        0    14105   100.0%            7      15075
15:37:55     2001    44128    12133     4.3%            7      15082
15:37:56     1949     4285     8459    31.3%            7      15077
15:37:57     1962        0    14273   100.0%            7      15090
15:37:58     2174        3    12500    99.9%            7      15090
15:37:59     2100        1    11055   100.0%            7      15088
15:38:00     1977        0    13228   100.0%            7      15088
15:38:01     1962    44888     9437     4.2%            7      15094
15:38:02     1996      768    15576    72.2%            7      15092
15:38:03     1988        0    15336   100.0%            7      15089
15:38:04     1948        0     9645   100.0%            7      15091
15:38:06     1979     1824    15154    52.0%            7      15088
15:38:07     2010    42491     8378     4.5%            7      15090
15:38:08     1995        0    14327   100.0%            7      15091
15:38:09     1965        0    13278   100.0%            7      15089
15:38:10     1985        0    11046   100.0%            7      15087
15:38:11     1980     5344    11166    27.0%            7      15088
15:38:12     1965    40994     8109     4.6%            7      15094
15:38:13     1987        0     9170   100.0%            7      15089
15:38:14     2000        0    17361   100.0%            7      15090
15:38:15     1960        0    10401   100.0%            7      15088
15:38:16     1977        0    14934   100.0%            7      15089
15:38:17     1908     8994     6611    17.5%            7      15089
15:38:18     2788    39456     9861     6.6%            7      15095
15:38:19     1991        0    13509   100.0%            7      15095
15:38:20     1969        0     9521   100.0%            7      15095
15:38:21     1954        0    14629   100.0%            7      15092
15:38:22     1971        2    14367    99.9%            7      15094
15:38:23     2005    12960    17232    13.4%            7      15098
15:38:24     2004    33120    14086     5.7%            7      15088
15:38:25     2017        0    18033   100.0%            7      15079
15:38:26     1992        0    14885   100.0%            7      15069
15:38:27     1994    15362    14296    11.5%            7      15069
15:38:28     1995    32576    10811     5.8%            7      15078
15:38:29     1970        0    14654   100.0%            7      15064
15:38:30     1999        1    11648   100.0%            7      15069
15:38:31     2218        9    11555    99.6%            7      15074
15:38:32     2090    10178    13342    17.0%            7      15078
15:38:33     2139     8227    12454    20.6%            7      15065
15:38:34     2083     8067    11910    20.5%            7      15057
15:38:35     2122    14435    14633    12.8%            7      15071
15:38:36     2083     9571    11621    17.9%            7      15069
15:38:37     2045    16515    12871    11.0%            7      15075
15:38:38     1924        0     9604   100.0%            7      15075
15:38:39     1965        0    11403   100.0%            7      15064
15:38:40     1942    25280    13335     7.1%            7      15068
15:38:41     1979    21856     9745     8.3%            7      15060
15:38:42     1976        0    12821   100.0%            7      15073
15:38:43     1978        2    13700    99.9%            7      15066
15:38:44     1972        0    10898   100.0%            7      15076
15:38:45     1920    30560     7815     5.9%            7      15065
15:38:46     2022    17920    13992    10.1%            7      15070
15:38:47     1985        0    16478   100.0%            7      15063
15:38:48     1921        1    11842    99.9%            7      15067
15:38:49     1986        0    20026   100.0%            7      15065
15:38:50     1947    33056     8083     5.6%            7      15091
15:38:51     1982    13952    11470    12.4%            7      15084
15:38:52     1977        0    11139   100.0%            7      15092
15:38:53     1965        2    11607    99.9%            7      15070
15:38:54     1964        0    14884   100.0%            7      15082
15:38:55     1997        0    12319   100.0%            7      15065
15:38:56     1987    38752     9206     4.9%            7      15086
15:38:57     1988    10112    10104    16.4%            7      15068
15:38:58     2010        2    18431    99.9%            7      15088
15:38:59     1954        0     7962   100.0%            7      15087
15:39:00     1978        0    14276   100.0%            7      15071
15:39:01     1998        0    15915   100.0%            7      15086
15:39:02     2738    44032     8666     5.9%            7      15082
15:39:03     2098     4547     3784    31.6%            7      15063
15:39:04     2176        0    10517   100.0%            7      15070
15:39:05     2145        7    11394    99.7%            7      15077
15:39:07     2125        3    12839    99.9%            7      15085
15:39:08     2088      223    10812    90.4%            7      15065
15:39:09     2010    30881     6216     6.1%            7      15076
15:39:10     2024        3    13102    99.9%            7      15080
15:39:11     1958        0     9168   100.0%            7      15085
15:39:12     2011     4512    14580    30.8%            7      15070
15:39:13     1991    44064     8911     4.3%            7      15071
15:39:14     1968        0    11317   100.0%            7      15075
15:39:15     2212        6    11101    99.7%            7      15084
15:39:16     2021        0     8658   100.0%            7      15088
15:39:17     1963        0     6531   100.0%            7      15084
15:39:18     1972        0    13279   100.0%            7      15069
15:39:19     2003     9917    14947    16.8%            7      15070
15:39:20     2010    38208    14089     5.0%            7      15088
15:39:21     2009        0    14844   100.0%            7      15076
15:39:22     1950        0    11659   100.0%            7      15088
15:39:23     1981        0    14988   100.0%            7      15072
15:39:24     1960    12578    15985    13.5%            7      15083
15:39:25     1986    35328    13216     5.3%            7      15076
15:39:26     1967        0    12280   100.0%            7      15079
15:39:27     1965        0    10516   100.0%            7      15082
15:39:28     1977        0    14947   100.0%            7      15066
15:39:29     1978    15586    20328    11.3%            7      15075
15:39:30     1944    32288    10644     5.7%            7      15079
15:39:31     1993        0    13138   100.0%            7      15087
15:39:32     1939        0     9347   100.0%            7      15084
15:39:33     1963        0    13859   100.0%            7      15065
15:39:34     2010        2    17351    99.9%            7      15081
15:39:35     1946    19104     9226     9.2%            7      15075
15:39:36     2038    28828    13406     6.6%            7      15082
15:39:37     2002        0    15983   100.0%            7      15072
15:39:38     1951        0    13388   100.0%            7      15078
15:39:39     1978        0    15155   100.0%            7      15068
15:39:40     1952    22400    15909     8.0%            7      15067
15:39:41     1962    25696    12960     7.1%            7      15072
15:39:42     1965        0    15109   100.0%            7      15086
15:39:43     1961        0    10216   100.0%            7      15061
15:39:44     1959        2    10804    99.9%            7      15072
15:39:45     1975        0    14374   100.0%            7      15080
15:39:46     2118    10851     9886    16.3%            7      15073
15:39:47     2046    13986    13467    12.8%            7      15068
15:39:48     3157        5    10928    99.8%            7      15077
15:39:49     1926       68     4611    96.6%            7      15068
15:39:50     2122    29884     8608     6.6%            7      15066
15:39:51     2133        3    13386    99.9%            7      15074
15:39:52     2075       70    16834    96.7%            7      15064
15:39:53     1989    30368    13353     6.1%            7      15086
15:39:54     1974        0    13909   100.0%            7      15071
15:39:55     1979     2944    16032    40.2%            7      15072
15:39:56     1979    44864    14737     4.2%            7      15083
15:39:57     2135        3    15396    99.9%            7      15069
15:39:58     2104        6    11965    99.7%            7      15075
15:39:59     2036        0    13622   100.0%            7      15064
15:40:00     1996     7712    10283    20.6%            7      15079
15:40:01     1992    40544     9112     4.7%            7      15080
15:40:02     1993        0    12510   100.0%            7      15065
15:40:03     1950        0     9457   100.0%            7      15071
15:40:04     2003        1    15961   100.0%            7      15066
15:40:05     1942        0     8565   100.0%            7      15065
15:40:07     1948    10944    11795    15.1%            7      15062
15:40:08     1968    36896    11551     5.1%            7      15067
15:40:09     1996        0    16405   100.0%            7      15084
15:40:10     2012        0    10897   100.0%            7      15067
15:40:11     1971        0    11090   100.0%            7      15075
15:40:12     1930        0     9980   100.0%            7      15077
15:40:13     1963    13856    12366    12.4%            7      15080
15:40:14     1960    33474    11706     5.5%            7      15070
15:40:15     1967        0    11098   100.0%            7      15075
15:40:16     1988        0    13423   100.0%            7      15061
15:40:17     1973        0    10924   100.0%            7      15064
15:40:18     2779    16832    12892    14.2%            7      15062
15:40:19     1983    30530    13056     6.1%            7      15071
15:40:20     1982        0    12018   100.0%            7      15081
15:40:21     1940        0     7347   100.0%            7      15079
15:40:22     1977        0    10653   100.0%            7      15059
15:40:23     2008        0    13850   100.0%            7      15070
15:40:24     1934    23298    15415     7.7%            7      15073
15:40:25     2001    23808     7548     7.8%            7      15066
15:40:26     1970        0    10071   100.0%            7      15070
15:40:27     2000        0    13954   100.0%            7      15080
15:40:28     1978        0    15134   100.0%            7      15069
15:40:29     1949    25826     9475     7.0%            7      15079
15:40:30     2130    21187     8718     9.1%            7      15067
15:40:31     2135        6    11590    99.7%            7      15082
15:40:32     2135        3     9812    99.9%            7      15062
15:40:33     2156        6    11625    99.7%            7      15074
15:40:34     2100        4     7740    99.8%            7      15072
15:40:35     2022    18400    11259     9.9%            7      15071
15:40:36     1996     8929    10365    18.3%            7      15059
15:40:37     1930        0     7674   100.0%            7      15079
15:40:38     1980        0    11395   100.0%            7      15064
15:40:39     2005    32894    16020     5.7%            7      15081
15:40:40     2034    13280    12884    13.3%            7      15069
15:40:41     2257        5    11950    99.8%            7      15081
15:40:42     1978        0    10251   100.0%            7      15061
15:40:43     1955        0    17474   100.0%            7      15079
15:40:44     1945    36859    11065     5.0%            7      15079
15:40:45     1967     8927    14045    18.1%            7      15065
15:40:46     1937        0    11483   100.0%            7      15070
15:40:47     1937        0    10056   100.0%            7      15073
15:40:48     1967        0    11909   100.0%            7      15057
15:40:49     1960    40258    12420     4.6%            7      15078
15:40:50     1982     5600    13005    26.1%            7      15065
15:40:51     1957        0    10991   100.0%            7      15071
15:40:52     1964        0    10931   100.0%            7      15056
15:40:53     1978        0    12355   100.0%            7      15061
15:40:54     1964    44065     8916     4.3%            7      15059
15:40:55     1946     1248     9291    60.9%            7      15068
15:40:56     1956        0    16838   100.0%            7      15058
15:40:57     1951        0    13206   100.0%            7      15065
15:40:58     1977        0    12685   100.0%            7      15072
15:40:59     1963     2114     7907    48.1%            7      15056
15:41:00     1993    46080    11016     4.1%            7      15071
15:41:01     2763        0    12029   100.0%            7      15058
15:41:02     1985        0    13862   100.0%            7      15071
15:41:03     1984        0    11857   100.0%            7      15061
15:41:04     1927     5186    11458    27.1%            7      15060
15:41:05     1975    41888    10424     4.5%            7      15056
15:41:06     1953        0     8180   100.0%            7      15060
15:41:07     2009        0    15701   100.0%            7      15079
15:41:08     1975        1    14253    99.9%            7      15063
15:41:09     1928    10242    13029    15.8%            7      15062
15:41:10     1978    35488    17141     5.3%            7      15079
15:41:12     1962        0     9605   100.0%            7      15078
15:41:13     2235        2    14370    99.9%            7      15063
15:41:14     2117        5     8780    99.8%            7      15067
15:41:15     2141        6    14855    99.7%            7      15054
15:41:16     2092     7619     7158    21.5%            7      15071
15:41:17     2102    15459    10640    12.0%            7      15060
15:41:18     2114    11171    12328    15.9%            7      15066
15:41:19     2057    17728     8521    10.4%            7      15064
15:41:20     1965        0     7952   100.0%            7      15066
15:41:21     1922        0     6937   100.0%            7      15062
15:41:22     1963        0    13843   100.0%            7      15070
15:41:23     2000    18688    15949     9.7%            7      15057
15:41:24     2135    29190    11961     6.8%            7      15058
15:41:25     2002        5     7594    99.8%            7      15053
15:41:26     2018        0     9389   100.0%            7      15054
15:41:27     1993        0    12317   100.0%            7      15059
15:41:28     1984        0    11789   100.0%            7      15067
15:41:29     1981    20832    11606     8.7%            7      15076
15:41:30     1973    25954    10653     7.1%            7      15076
15:41:31     1990        0    15228   100.0%            7      15064
15:41:32     1983        0    13284   100.0%            7      15070
15:41:33     1945        0     5791   100.0%            7      15062
15:41:34     2000        0    14163   100.0%            7      15070
15:41:35     1932    23842    10071     7.5%            7      15066
15:41:36     1961    23168    11362     7.8%            7      15060
15:41:37     1975        0     9517   100.0%            7      15061
15:41:38     1970        0     8110   100.0%            7      15056
15:41:39     1995        0    10470   100.0%            7      15067
15:41:40     1994        1    12049    99.9%            7      15052
15:41:41     2023    29696    15822     6.4%            7      15078
15:41:42     1998    18560    13812     9.7%            7      15083
15:41:43     1991        0     9461   100.0%            7      15083
15:41:44     1979        0    12524   100.0%            7      15081
15:41:45     1985        2    11173    99.9%            7      15078
15:41:46     1975    31549    10773     5.9%            7      15081
15:41:47     1963    17119    10352    10.3%            7      15084
15:41:48     1967        0     7755   100.0%            7      15083
15:41:49     1971        0    10658   100.0%            7      15080
15:41:50     1977        2    10836    99.9%            7      15079
15:41:51     1974        0    10083   100.0%            7      15078
15:41:52     1974    34240    14145     5.5%            7      15081
15:41:53     1982    12352    14711    13.8%            7      15082
15:41:54     1955        0     9516   100.0%            7      15082
15:41:55     1997        1    16029    99.9%            7      15080
15:41:56     2115        6    11495    99.7%            7      15077
15:41:57     2035    16096     9240    11.2%            7      15080
15:41:58     2055     5188     9926    28.4%            7      15081
15:41:59     2142        3    16520    99.9%            7      15081
15:42:00     1918    29185     3333     6.2%            7      15076
15:42:02     2974        9    13129    99.7%            7      15080
15:42:03     2089       67    16816    96.9%            7      15080
15:42:04     2080    26524    13885     7.3%            7      15081
15:42:05     1999     1690    14758    54.2%            7      15083
15:42:06     2023    45920    11136     4.2%            7      15057
15:42:07     2011        0    16470   100.0%            7      15070
15:42:08     2213        3    15731    99.9%            7      15069
15:42:09     2151        6    16745    99.7%            7      15059
15:42:10     2006     3455    11893    36.7%            7      15060
15:42:11     2002    44480    10616     4.3%            7      15064
15:42:12     2046        0    15169   100.0%            7      15065
15:42:13     1975        0    12654   100.0%            7      15070
15:42:14     2006        0    15539   100.0%            7      15061
15:42:15     1990     6466    17257    23.5%            7      15058
15:42:16     2040    41536    14515     4.7%            7      15063
15:42:17     2032        0    17967   100.0%            7      15055
15:42:18     2009        0    15725   100.0%            7      15070
15:42:19     2012     8832    16388    18.6%            7      15071
15:42:20     2011    34106    13436     5.6%            7      15067
15:42:21     2013        0    12780   100.0%            7      15052
15:42:22     2022        0    17852   100.0%            7      15050
15:42:23     1950     9696    10097    16.7%            7      15069
15:42:24     2089    37888    18705     5.2%            7      15066
15:42:25     2045        2    21676    99.9%            8      15069
15:42:26     2015        0    14576   100.0%            8      15056
15:42:27     1956    12288    10447    13.7%            8      15057
15:42:28     2045    36224    14988     5.3%            8      15071
15:42:29     2035        0    20491   100.0%            8      15051
15:42:30     2025        2    16899    99.9%            8      15061
15:42:31     2001    14336    17123    12.2%            8      15065
15:42:32     2010    33984     9959     5.6%            8      15055
15:42:33     2027        0    16682   100.0%            8      15072
15:42:34     2026        0    19432   100.0%            8      15067
15:42:35     1995        2    13976    99.9%            8      15058
15:42:36     2021    16864    17320    10.7%            8      15065
15:42:37     2044    31744    17321     6.0%            8      15055
15:42:38     2022        0    17545   100.0%            8      15072
15:42:39     2015        0    15780   100.0%            8      15064
15:42:40     2239        8    15126    99.6%            8      15049
15:42:41     2136     5603    14482    27.6%            8      15057
15:42:42     2098    15651    13422    11.8%            8      15051
15:42:43     2094    13475    17048    13.4%            8      15057
15:42:44     3141    20099    13060    13.5%            8      15052
15:42:45     2116        2    10570    99.9%            8      15063
15:42:46     2073    14467    13893    12.5%            8      15061
15:42:47     2090    18179    13610    10.3%            8      15048
15:42:48     2111        6    11509    99.7%            8      15057
15:42:49     2014    12315    16210    14.1%            8      15068
15:42:50     2035    20826    15547     8.9%            8      15069
15:42:51     2024        0    12251   100.0%            8      15055
15:42:52     2013    26208    14671     7.1%            8      15047
15:42:53     2157    22307    14777     8.8%            8      15055
15:42:54     2136        2    15780    99.9%            8      15068
15:42:55     2102        7     7525    99.7%            8      15067
15:42:56     1994        0    13176   100.0%            8      15058
15:42:57     1985        0    12212   100.0%            8      15068
15:42:58     1974    29664    12356     6.2%            8      15068
15:42:59     2004    16255    15159    11.0%            8      15047
15:43:00     1974        0    11525   100.0%            8      15062
15:43:01     2001        0    14155   100.0%            8      15052
15:43:02     1995    33120    13708     5.7%            8      15071
15:43:03     1985    15552    10724    11.3%            8      15069
15:43:04     1920        2     7623    99.9%            8      15062
15:43:05     1935        0     5552   100.0%            8      15054
15:43:06     1978        0    12577   100.0%            8      15064
15:43:07     2013        0    16439   100.0%            8      15061
15:43:08     2031    35424    14462     5.4%            8      15068
15:43:09     2060    11906    21524    14.8%            8      15067
15:43:10     1997        0    11738   100.0%            8      15058
15:43:12     2020        0    16719   100.0%            8      15052
15:43:13     2797    38560    18867     6.8%            8      15069
15:43:14     1979     9408    14289    17.4%            8      15064
15:43:15     1973        2    11061    99.9%            8      15066
15:43:16     1995        0    15552   100.0%            8      15052
15:43:17     2007        0    18086   100.0%            8      15046
15:43:18     2004    40512    18855     4.7%            8      15070
15:43:19     2027     7263    14579    21.8%            8      15049
15:43:20     2024        1    13111   100.0%            8      15066
15:43:21     2024        0    15156   100.0%            8      15060
15:43:22     2036        0    15725   100.0%            8      15053
15:43:23     1985    43008    14400     4.4%            8      15057
15:43:24     2002     3744    13782    34.8%            8      15063
15:43:25     1976        0    10113   100.0%            8      15047
15:43:26     2015        0    17569   100.0%            8      15063
15:43:27     2144    44512    12204     4.6%            8      15049
15:43:28     2128     1826    10930    53.8%            8      15065
15:43:29     2155        6    11453    99.7%            8      15054
15:43:30     2131        4    13065    99.8%            8      15040
15:43:31     2151       70    17309    96.8%            8      15060
15:43:32     2102    25952    14987     7.5%            8      15059
15:43:33     2016       67    13966    96.8%            8      15062
15:43:34     2016    40409    10949     4.8%            8      15044
15:43:35     2002        0    15437   100.0%            8      15057
15:43:36     2027        0    17045   100.0%            8      15049
15:43:37     2016        0    16645   100.0%            8      15042
15:43:38     1917     6112    11642    23.9%            8      15043
15:43:39     1991    41248    12706     4.6%            8      15053
15:43:40     2002        2    18615    99.9%            8      15047
15:43:41     2026        0    18066   100.0%            8      15064
15:43:42     2016        0    14440   100.0%            8      15057
15:43:43     2032     8672    12068    19.0%            8      15055
15:43:44     2065    39712    16893     4.9%            8      15048
15:43:45     2000        2    14616    99.9%            8      15062
15:43:46     2020        0    15082   100.0%            8      15057
15:43:47     1967    10336    11342    16.0%            8      15054
15:43:48     2037    35616    12185     5.4%            8      15058
15:43:49     2023        0    14790   100.0%            8      15047
15:43:50     1983        2    15357    99.9%            8      15058
15:43:51     2002        0    12782   100.0%            8      15046
15:43:52     2003    14688    17587    12.0%            8      15042
15:43:53     3206    28547    13781    10.1%            8      15061
15:43:54     2135        9    12910    99.6%            8      15046
15:43:55     1983        0     5498   100.0%            8      15034
15:43:56     2203        2    10917    99.9%            8      15047
15:43:57     2107       67    15029    96.9%            8      15061
15:43:58     2056    22751    13698     8.3%            8      15048
15:43:59     2138       98    13562    95.6%            8      15061
15:44:00     1991    19556     9313     9.2%            8      15061
15:44:01     1952        0    12461   100.0%            8      15048
15:44:02     2014     5728    16358    26.0%            8      15061
15:44:03     1997    42624    14135     4.5%            8      15063
15:44:04     2005        0    13035   100.0%            8      15050
15:44:05     2154        2    15476    99.9%            8      15041
15:44:06     2118        6    11203    99.7%            8      15042
15:44:07     2021     5504    18493    26.9%            8      15058
15:44:08     2017    39456    16822     4.9%            8      15049
15:44:09     1959        0    13792   100.0%            8      15055
15:44:10     1973        0    15808   100.0%            8      15042
15:44:11     1988        0    12749   100.0%            8      15047
15:44:12     1955    10272    11028    16.0%            8      15044
15:44:13     2049    37184    11964     5.2%            8      15054
15:44:14     2776        0    17537   100.0%            8      15048
15:44:15     1995        2    15414    99.9%            8      15060
15:44:16     1998    12992    17645    13.3%            8      15051
15:44:17     2017    34752    15529     5.5%            8      15046
15:44:18     2018        0    15030   100.0%            8      15060
15:44:19     1990        0    14097   100.0%            8      15045
15:44:20     2003        2    15192    99.9%            8      15056
15:44:22     1997        0    18786   100.0%            8      15050
15:44:23     2035    16256    20291    11.1%            8      15037
15:44:24     2057    31808    11995     6.1%            8      15051
15:44:25     1987        0    13861   100.0%            8      15061
15:44:26     2009        2    11592    99.9%            8      15046
15:44:27     1984    17568    11856    10.1%            8      15046
15:44:28     2029    29920    14566     6.4%            8      15053
15:44:29     1990        0    12537   100.0%            8      15059
15:44:30     2033        0    17267   100.0%            8      15051
15:44:31     1973        1    10983    99.9%            8      15059
15:44:32     1969    20928    13149     8.6%            8      15059
15:44:33     2067    27451    13698     7.0%            8      15061
15:44:34     2014        0    18239   100.0%            8      15054
15:44:35     2013        0    13896   100.0%            8      15046
15:44:36     1987    21534    14964     8.4%            8      15041
15:44:37     2010    25088    15268     7.4%            8      15049
15:44:38     2215        6    14393    99.7%            8      15060
15:44:39     2148        3    10411    99.9%            8      15045
15:44:40     2129        9    11233    99.6%            8      15053
15:44:41     2153        4    12389    99.8%            8      15036
15:44:42     2078    11331    13859    15.5%            8      15042
15:44:43     2080    11971     8796    14.8%            8      15044
15:44:44     2150        6    11854    99.7%            8      15048
15:44:45     1992    12224    13818    14.0%            8      15043
15:44:46     2016    14774    14114    12.0%            8      15059
15:44:47     1991        0     9887   100.0%            8      15043
15:44:48     1958    28352     8548     6.5%            8      15055
15:44:49     2034    18208    17491    10.0%            8      15043
15:44:50     2292        6    15655    99.7%            8      15036
15:44:51     1991        5     9948    99.7%            8      15035
15:44:52     2020        0    16158   100.0%            8      15055
15:44:53     1977    35424    15706     5.3%            8      15053
15:44:54     1969    11712    11648    14.4%            8      15037
15:44:55     1965        0    12065   100.0%            8      15048
15:44:56     3048        1    16016   100.0%            8      15037
15:44:57     2016        0    17094   100.0%            8      15053
15:44:58     2017    39136    11768     4.9%            8      15065
15:44:59     2014     7743    14722    20.6%            8      15065
15:45:00     2020        0    15299   100.0%            8      15062
15:45:01     2000        2    15005    99.9%            8      15061
15:45:02     1996        0    15019   100.0%            8      15059
15:45:03     1994    44768    14727     4.3%            8      15065
15:45:04     2016     3456    12961    36.8%            8      15064
15:45:05     1997        0    15387   100.0%            8      15063
15:45:06     1972        0    12218   100.0%            8      15061
15:45:07     2021    47711    14394     4.1%            8      15065
15:45:08     1993        0    12507   100.0%            8      15066
15:45:09     1999        0    12916   100.0%            8      15060
15:45:10     2002        0    12273   100.0%            8      15061
15:45:11     1946      956    10272    67.1%            8      15063
15:45:12     1981    45376     7482     4.2%            8      15064
15:45:13     1989        0    11340   100.0%            8      15064
15:45:14     1972        0    11023   100.0%            8      15062
15:45:15     1981        2    14822    99.9%            8      15061
15:45:16     1973     6560    11899    23.1%            8      15061
15:45:17     2780    41056    11472     6.3%            8      15063
15:45:18     1972        0    10265   100.0%            8      15062
15:45:19     2015        0    13778   100.0%            8      15061
15:45:20     1969        2    10101    99.9%            8      15053
15:45:21     2210        3    18241    99.9%            8      15043
15:45:22     2089     2435     9604    46.2%            8      15052
15:45:23     2100    23139    16546     8.3%            8      15049
15:45:24     2136     6883    15874    23.7%            8      15041
15:45:25     2067    20481    10140     9.2%            8      15043
15:45:27     2117        6    12707    99.7%            8      15032
15:45:28     2080     7907    10257    20.8%            8      15033
15:45:29     2125    11555    14071    15.5%            8      15046
15:45:30     2003        0    11827   100.0%            8      15050
15:45:31     1954    14811    12918    11.7%            8      15043
15:45:32     1957    29120     9194     6.3%            8      15034
15:45:33     1994        0    12745   100.0%            8      15043
15:45:34     2013        0    13506   100.0%            8      15036
15:45:35     2203     9318    11126    19.1%            8      15034
15:45:36     2113    12804    13677    14.2%            8      15039
15:45:37     2097        3    16070    99.9%            8      15032
15:45:38     1978    23967    12006     7.6%            8      15040
15:45:39     2003    23008    11362     8.0%            8      15042
15:45:40     1975        0    12381   100.0%            8      15048
15:45:41     1992        0    13241   100.0%            8      15030
15:45:42     2194        0    13500   100.0%            8      15039
15:45:43     1956    21472    12188     8.3%            8      15055
15:45:44     2011    21696    14687     8.5%            8      15052
15:45:45     1971        0    12639   100.0%            8      15033
15:45:46     2016        0    13525   100.0%            8      15043
15:45:47     2020        0    16044   100.0%            8      15034
15:45:48     2003    29472    14410     6.4%            8      15056
15:45:49     2030    18016    13116    10.1%            8      15040
15:45:50     1996        0    14437   100.0%            8      15051
15:45:51     2017        2    13834    99.9%            8      15041
15:45:52     1983    32768    13739     5.7%            8      15038
15:45:53     2016    15424    14098    11.6%            8      15030
15:45:54     2037        0    19200   100.0%            8      15051
15:45:55     2008        0    15473   100.0%            8      15040
15:45:56     2011        2    13019    99.9%            8      15046
15:45:57     1962        0    11692   100.0%            8      15049
15:45:58     1995    37343    15299     5.1%            8      15052
15:45:59     2010    10272    14411    16.4%            8      15032
15:46:00     1985        0    16564   100.0%            8      15047
15:46:01     2005        2    10155    99.9%            8      15030
15:46:02     2789        0    11953   100.0%            8      15045
15:46:03     2013    40609     9188     4.7%            8      15049
15:46:04     1999     6752    13033    22.8%            8      15046
15:46:05     1976        0    12618   100.0%            8      15035
15:46:06     2008        2    14536    99.9%            8      15045
15:46:07     2001        0    15086   100.0%            8      15034
15:46:08     1961    42528    13571     4.4%            8      15032
15:46:09     1996     3584    16450    35.8%            8      15036
15:46:10     1998        0    16313   100.0%            8      15050
15:46:11     1991        2    11585    99.9%            8      15036
15:46:12     2160        3    13952    99.9%            8      15030
15:46:13     2049    21791    11892     8.6%            8      15050
15:46:14     2191        6    14894    99.7%            8      15036
15:46:15     2054    25056    15565     7.6%            8      15043
15:46:16     2119        7     8535    99.7%            8      15040
15:46:17     2142       70    17378    96.8%            8      15032
15:46:18     2084    24419    11983     7.9%            8      15034
15:46:19     2168        3    15590    99.9%            8      15048
15:46:20     2024       67    14208    96.8%            8      15032
15:46:21     2005    29712    12662     6.3%            8      15049
15:46:22     1987        0    14914   100.0%            8      15035
15:46:23     1985     6359    15223    23.8%            8      15045
15:46:24     2008    40352    13856     4.7%            8      15034
15:46:25     2197        6    16082    99.7%            8      15049
15:46:26     2108        4     8827    99.8%            8      15048
15:46:27     2029        0    15250   100.0%            8      15038
15:46:28     2014    12032    19276    14.3%            8      15030
15:46:29     2015    36319     9646     5.3%            8      15046
15:46:30     2000        0    14147   100.0%            8      15032
15:46:32     2018        0    16885   100.0%            8      15048
15:46:33     2005        0    14372   100.0%            8      15035
15:46:34     2010    15776    14987    11.3%            8      15030
15:46:35     1980    32000    14917     5.8%            8      15039
15:46:36     2031        0    17007   100.0%            8      15029
15:46:37     2002        2    13973    99.9%            8      15043
15:46:38     2016        0    15517   100.0%            8      15029
15:46:39     2001        0    15812   100.0%            8      15042
15:46:40     2032    19583    15736     9.4%            8      15041
15:46:41     2071    28320    18640     6.8%            8      15032
15:46:42     1980        2    12296    99.9%            8      15038
15:46:43     2034        0    14471   100.0%            8      15031
15:46:44     3006    22656    10074    11.7%            8      15048
15:46:45     2054    24832    12165     7.6%            8      15034
15:46:46     1976        0    10274   100.0%            8      15042
15:46:47     1991        2    15482    99.9%            8      15030
15:46:48     2037        0    17165   100.0%            8      15048
15:46:49     2008    25568    14524     7.3%            8      15033
15:46:50     2046    22176    13554     8.4%            8      15032
15:46:51     2006        0    12856   100.0%            8      15044
15:46:52     1968        2    10243    99.9%            8      15025
15:46:53     1993        0    12780   100.0%            8      15041
15:46:54     1989    28896    13376     6.4%            8      15034
15:46:55     2008    18784    12380     9.7%            8      15046
